cell_data.txt
DO NOT INSERT EMPTY LINES. KEEP THE FORMAT AS IT IS
 CELL     TYPE       X          Y      CO 
TBE8480  CT0587   1678.200   1600.500   N
TBF2019  CT0900   1442.120   1002.000  FS
TBF8452  CT0704   1167.430   1309.800   S
TBM2645  CT0587    470.890   1191.900  FN
TBQ7444  CT0587    473.880   1483.500  FN
TCO1304  CT0130   1486.580   1034.400  FS
TCZ3664  CT0589   1475.920    991.200  FS
TDG9496  CT0078   1410.140    867.000  FS
TDH8240  CT0845   1157.550   1600.500  FN
TDM2336  CT0198   1674.170    916.500  FN
TDP1433  CT0587   1716.290   1564.500  FN
TDV6127  CT0587    488.440   1185.600   S
TEH8570  CT0839   1458.370   1029.000  FS
TEN9475  CT0587   1712.520   1060.500   N
TEQ0593  CT0150   1486.320   1077.600  FS
TEQ9930  CT0587    706.710   1600.500  FN
TFG8635  CT0587   1692.890   1132.500   N
TFN5762  CT0587   1712.780   1204.500  FN
TFN8712  CT0623    354.800   1638.300  FN
TFT3706  CT0587    432.800   1452.000   S
TFT4222  CT0587   1710.700    664.500   N
TFW4259  CT0587   1710.050   1456.500  FN
TGD3277  CT0918   1117.120   1331.400   S
TGE1771  CT0587   1705.500   1240.500  FN
TGP6201  CT0587   1698.480   1672.500  FN
TGQ1602  CT0587   1689.510   1204.500   N
TGT1177  CT0306   1677.420   1395.300   N
TGT5550  CT0900   1172.760   1277.400   S
TGU7635  CT0064   1416.770    877.800  FS
THC8911  CT0587    488.960   1175.700  FN
THD3803  CT0198   1453.950    953.400   S
THI7824  CT0704   1129.860   1288.200   S
THM1180  CT0587   1684.180    880.500   N
THO3099  CT0130   1486.450    948.000  FS
THO9974  CT0845   1195.510   1603.200  FS
THP0148  CT0587    371.440   1372.800   S
THX2278  CT0704   1415.990    915.600   S
TIE6737  CT0587   1721.490   1564.500  FN
TIG2223  CT0589   1484.760    969.600  FS
TIH3379  CT0623    849.710   1609.500  FN
TIN3894  CT0900   1503.870   1077.600   S
TIV5193  CT0064   1435.880   1018.200   S
TIX6490  CT0078   1453.950    969.600   S
TIX9067  CT0704   1184.980   1293.600  FS
TIY0241  CT0587    478.430   1573.500  FN
TIY8450  CT0587   1682.620    592.500   N
TJA9372  CT0130   1467.600    958.800   S
TJF7406  CT0587   1706.150   1024.500   N
TKI0010  CT0900   1054.850   1266.600   S
TKI7891  CT0587    483.240   1615.800   S
TKN0622  CT0589   1478.390   1029.000   S
TKO8801  CT0623    355.970   1640.100   N
TKX6696  CT0587   1694.710   1168.500   N
TLL9267  CT0587    629.230   1601.400   S
TLM5056  CT0839   1111.010   1293.600   S
TLS6369  CT0704   1429.250   1018.200  FS
TLY2935  CT0887   1722.660    989.400  FS
TLY4130  CT0198   1186.150   1309.800   S
TMH8557  CT0589   1505.040    991.200  FS
TMI2054  CT0587   1675.340    700.500   N
TMI7617  CT0587   1704.330    880.500   N
TMJ7109  CT0587    491.560   1494.300  FN
TMR3016  CT0587   1686.260    916.500   N
TMS1183  CT0847   1519.210    958.800  FS
TMS3721  CT0839   1479.300    931.800   S
TMW7887  CT0031   1411.310   1018.200  FS
TNC6053  CT0561   1724.870    916.500  FN
TND0422  CT0064   1110.880   1331.400   S
TNE1272  CT0198   1086.830   1342.200   S
TOB6617  CT0196   1460.320   1061.400   S
TOE4979  CT0561   1695.880   1528.500   N
TOF5117  CT0198   1674.170    556.500  FN
TOG9996  CT0198   1067.330   1266.600   S
TOI3845  CT0587   1700.950    520.500   N
TOI8717  CT0587    384.050   1434.900  FN
TOL7683  CT0031   1465.520   1039.800   S
TOM1803  CT0900   1142.730   1304.400   S
TOQ1286  CT0284   1181.860   1261.200  FS
TOQ2257  CT0587   1682.620    952.500   N
TPB8270  CT0587   1701.600    916.500   N
TPC0600  CT0587   1717.330   1132.500   N
TPJ1347  CT0587    407.840   1046.100  FN
TPL0452  CT0704   1536.890   1099.200  FS
TPN4790  CT0587   1704.850    628.500   N
TPS1562  CT0629   1670.140    952.500   N
TPW2248  CT0587   1720.060    592.500   N
TQL0554  CT0587   1709.530   1312.500  FN
TQT0401  CT0182   1519.600    899.400  FS
TRD9138  CT0064   1024.300   1299.000  FS
TRJ0440  CT0218   1520.250    931.800   S
TRY5297  CT0587    823.060   1605.900  FN
TSQ2083  CT0657   1435.620   1061.400  FS
TSR2845  CT0900   1419.370    996.600  FS
TSU8294  CT0587   1678.200   1672.500   N
TSV2640  CT0587   1683.270   1312.500   N
TSY5233  CT0623    838.400   1611.300   N
TSZ2406  CT0198   1673.390   1096.500  FN
TTE3737  CT0587    475.700   1186.500  FN
TTF8090  CT0629   1670.140    844.500   N
TTH8522  CT0839   1486.710    975.000   S
TTP6573  CT0839   1392.590    948.000  FS
TUC9438  CT0587   1693.150   1312.500   N
TUM6506  CT0198   1422.750    937.200  FS
TVA5797  CT0900   1160.670   1255.800   S
TVN3841  CT0019   1721.100    700.500   N
TWC1893  CT0839   1486.840    985.800   S
TWT8542  CT0561    587.370   1753.500  FN
TWV8767  CT0587    366.890   1398.000   S
TWW0702  CT0064   1460.450   1066.800   S
TXA3927  CT0198   1453.950    991.200  FS
TXI3251  CT0587    489.480   1470.900  FN
TXL1408  CT0587   1686.260   1492.500   N
TXW3789  CT0704   1204.870   1320.600  FS
TXX2390  CT0198   1422.880    969.600  FS
TYB5826  CT0704   1537.410    991.200  FS
TYF8044  CT0587   1698.350   1096.500   N
TYJ8356  CT0064   1410.790   1007.400   S
TYL6847  CT0198    810.320   1600.500   N
TYN3360  CT0704   1204.870   1331.400  FS
TYP8811  CT0587   1702.510   1060.500   N
TYZ7282  CT0918   1523.370   1126.200   S
TZB4969  CT0587   1675.340   1708.500   N
TZD8258  CT0587    438.520   1129.800   S
TZJ9883  CT0430    955.790   1282.800  FS
TZN8846  CT0198   1080.980   1309.800  FS
TZT3562  CT0704   1471.630   1131.600  FS
TZZ2312  CT0802   1434.970   1045.200  FS
UAE1855  CT0587    411.350   1023.600   S
UAF6236  CT0150   1471.240   1120.800  FS
UAM2491  CT0918   1074.090   1282.800  FS
UAP5053  CT0587   1704.330    664.500   N
UAT5210  CT0587    440.730   1036.200   S
UAW1290  CT0064   1422.880   1039.800   S
UBC0781  CT0629    843.600   1608.600   S
UBW0340  CT0587    435.660   1075.800   S
UCC3953  CT0587   1718.370   1420.500   N
UCN6611  CT0839   1386.090    877.800   S
UDB3603  CT0623   1601.110    968.700   N
UDD0223  CT0587   1724.480   1420.500  FN
UDH0467  CT0587    442.680   1427.700  FN
UDM2350  CT0103    955.790   1261.200  FS
UDQ6020  CT0802   1025.730   1315.200   S
UDZ7790  CT0839   1392.460    991.200   S
UEC2451  CT0587   1720.060   1420.500  FN
UEQ7353  CT0019   1694.840   1456.500  FN
UEU3219  CT0587   1714.470   1636.500   N
UFI0617  CT0587    494.680   1524.900  FN
UFM0015  CT0918   1467.600   1045.200  FS
UFN5354  CT0561   1720.840    772.500   N
UFN5768  CT0589   1454.470    975.000  FS
UFQ9384  CT0587   1678.070   1636.500   N
UGI8281  CT0587    763.650   1600.500  FN
UGX7059  CT0587   1682.620    772.500   N
UHP4328  CT0918   1518.430   1093.800   S
UHR1122  CT0839   1466.040    991.200   S
UIE0078  CT0623    352.200   1630.200   S
UIE4306  CT0587   1676.640   1024.500   N
UIE7187  CT0587   1676.380   1456.500   N
UIJ4282  CT0198   1359.960    921.000  FS
UIM2235  CT0839   1516.350   1034.400  FS
UJJ7228  CT0587    757.020   1618.500  FN
UJL2700  CT0587   1718.630   1492.500   N
UJM9223  CT0587   1679.240    664.500   N
UJP2913  CT0130   1386.350    980.400  FS
UJR2286  CT0587   1718.890    664.500   N
UJT1668  CT0337    960.730   1299.000   S
UKB4739  CT0900   1479.950   1104.600   S
UKD3800  CT0587   1687.820   1600.500   N
UKE2212  CT0078   1366.720   1012.800  FS
UKL2432  CT0071   1536.890   1018.200   S
UKQ8838  CT0918   1169.770   1266.600  FS
UKU0647  CT0918   1463.830    888.600  FS
ULD4103  CT0198   1510.110   1115.400   S
ULG8250  CT0587    396.400   1406.100  FN
ULI9440  CT0587   1711.870   1528.500  FN
ULU9699  CT0337   1475.400    904.800  FS
ULX1218  CT0587   1684.700   1636.500   N
ULZ2918  CT0623    496.500   1261.200   S
UMA7758  CT0587    426.950   1074.000   S
UMB9768  CT0918   1211.630   1331.400   S
UMD7820  CT0587    478.950   1174.800   S
UME4734  CT0900   1174.190   1309.800   S
UMO5714  CT0587   1708.360    736.500   N
UMR1928  CT0587    487.920   1205.400   S
UMX3262  CT0130   1373.740    883.200   S
UNC4900  CT0587   1711.220   1564.500  FN
UNF7328  CT0150   1176.140   1282.800  FS
UNG7515  CT0918   1404.160    942.600  FS
UNT3267  CT0587    775.740   1601.400   S
UNV5878  CT0587   1711.350    592.500   N
UOB6791  CT0587   1700.040    772.500   N
UOD8319  CT0900   1453.950    894.000  FS
UOO6494  CT0623   1603.320    766.200  FS
UOQ2408  CT0561    346.350    987.600   S
UOS0976  CT0587   1676.510   1636.500   N
UOV7270  CT0623    353.240   1632.000   S
UOZ8266  CT0587    498.190   1587.000  FS
UPA7934  CT0587   1683.010   1456.500   N
UPC3268  CT0704   1357.230   1039.800  FS
UPS0175  CT0631    936.940   1304.400  FS
UPX2790  CT0704   1536.370   1104.600   S
UQE0633  CT0064   1104.640   1277.400  FS
UQH7533  CT0019   1720.970    952.500  FN
UQV5561  CT0704   1525.190    888.600  FS
URA2682  CT0587    677.590   1660.800   S
URJ7502  CT0019    344.790   1103.700  FN
URQ3991  CT0587    490.650   1160.400   S
URZ5107  CT0587    360.130   1005.600   S
USL6005  CT0587   1717.850   1096.500   N
USS6192  CT0198   1673.520   1528.500  FN
USZ1122  CT0704   1192.260   1320.600   S
UTB3420  CT0587    830.600   1604.100  FN
UTB6236  CT0198   1483.460   1099.200  FS
UTC8693  CT0587   1685.870   1708.500   N
UTD1620  CT0064    987.900   1288.200   S
UTD2762  CT0306   1728.250    981.300   N
UTH9276  CT0587    669.920   1600.500  FN
UTK1444  CT0587   1711.090    880.500   N
UTL8699  CT0587   1699.910    808.500   N
UUF4736  CT0587   1706.930   1672.500   N
UUI8057  CT0806   1466.430   1072.200   S
UUP0778  CT0587   1713.430   1456.500  FN
UUQ8824  CT0587    464.130   1599.600   S
UUU0690  CT0587   1720.190   1528.500   N
UVC3603  CT0589   1522.460   1012.800  FS
UVD6270  CT0587   1717.980   1240.500  FN
UVF1625  CT0103   1525.320    899.400   S
UVF1629  CT0587   1691.460   1024.500   N
UVF4569  CT0623   1601.760    824.700  FN
UVH6726  CT0587   1677.030    700.500   N
UVI6545  CT0587   1689.770   1312.500   N
UVK4817  CT0839   1521.030    948.000  FS
UVM5720  CT0839   1453.950    948.000   S
UVQ1884  CT0587   1714.470   1312.500  FN
UVW0794  CT0587   1681.840    988.500   N
UWN4704  CT0587   1678.200   1492.500   N
UWO0676  CT0284   1372.830    926.400  FS
UXB4484  CT0589   1354.630    996.600   S
UXG2267  CT0918    943.180   1304.400  FS
UXK6785  CT0587    801.740   1602.300  FN
UXM7013  CT0587   1683.270    844.500   N
UYD7942  CT0918    955.010   1304.400  FS
UYO2664  CT0150   1529.870   1104.600   S
UZG9556  CT0248    658.870   1755.300  FN
UZI0400  CT0900   1480.470    899.400  FS
UZQ3542  CT0587    496.240   1241.400   S
UZW5892  CT0587   1680.930    772.500   N
VAF0745  CT0150   1136.230   1309.800   S
VAU3178  CT0587   1723.050   1276.500  FN
VAX9165  CT0198   1134.280   1255.800   S
VBF6195  CT0587   1699.650    988.500   N
VBH4289  CT0704   1422.360    975.000   S
VBR7514  CT0587    485.840   1173.900  FN
VBU1379  CT0031   1720.970    897.600  FS
VBV8678  CT0587   1688.600   1672.500   N
VCD8862  CT0198   1435.490    910.200   S
VCL2201  CT0900   1060.180   1304.400   S
VCR1609  CT0587   1715.510   1132.500   N
VCS2662  CT0918   1507.770    894.000  FS
VCU4078  CT0918   1435.620   1039.800   S
VCV9010  CT0587    498.190   1193.700   N
VDF5526  CT0587   1698.350    520.500   N
VDL0950  CT0587   1677.030   1744.500   N
VDM8799  CT0064   1024.430   1277.400  FS
VDN2049  CT0587   1676.900   1420.500   N
VEA6965  CT0561    356.490   1616.700   N
VEI4728  CT0587   1695.750    880.500   N
VEP1909  CT0587    524.320   1604.100  FN
VEQ1871  CT0078   1479.170    980.400  FS
VEQ6127  CT0587   1702.510    520.500   N
VEY9687  CT0845   1167.040   1600.500   N
VFA0491  CT0623    357.920   1631.100  FN
VFD8800  CT0587   1689.510    916.500   N
VFM2915  CT0623    496.500   1281.000  FS
VFP8122  CT0587   1683.010   1348.500   N
VFS1795  CT0623   1601.500    869.700  FN
VGM3949  CT0150   1117.120   1326.000  FS
VGN3243  CT0704   1104.510   1309.800  FS
VGO8455  CT0587   1682.880   1204.500   N
VGT8224  CT0587   1692.370    880.500   N
VGU3246  CT0587   1676.250   1384.500   N
VGZ4628  CT0704   1522.070   1077.600   S
VHA3743  CT0587   1706.670   1744.500  FN
VHA5070  CT0587    448.270   1044.300  FN
VHM2350  CT0587   1699.910    916.500   N
VHS9911  CT0587   1694.060    880.500   N
VHU6839  CT0587   1718.630    736.500   N
VHY1234  CT0918   1080.980   1288.200  FS
VIA0234  CT0629    833.590   1610.400   S
VIA0728  CT0587    474.920   1164.900  FN
VIC0956  CT0587   1690.940   1348.500   N
VID8840  CT0587    717.890   1600.500  FN
VIE2740  CT0587   1718.630    952.500   N
VIS5621  CT0587   1706.540   1132.500   N
VIU7441  CT0802   1004.670   1288.200  FS
VJB5089  CT0587   1686.910   1672.500   N
VJC9646  CT0019   1698.350   1276.500   N
VJD2929  CT0650   1109.190    498.900  FN
VJO4481  CT0704   1410.140    937.200  FS
VJT1261  CT0150   1359.700    937.200   S
VJX7361  CT0150   1429.510    894.000  FS
VJY2409  CT0918   1193.040   1326.000  FS
VKV1374  CT0900   1087.220   1261.200  FS
VKX9653  CT0629   1670.140   1348.500   N
VLA2219  CT0587   1708.230    952.500   N
VLE9872  CT0587   1712.780   1312.500   N
VLG4914  CT0587    427.470   1093.800   S
VLJ6808  CT0587    474.530   1612.200   S
VLN4995  CT0587    477.130   1443.000   S
VLV1638  CT0587   1693.670   1564.500   N
VLW8613  CT0839   1380.370    991.200  FS
VMG4231  CT0306    343.880    611.400  FS
VMH9842  CT0704   1142.470   1342.200   S
VMR0461  CT0839   1454.210    958.800   S
VMU4910  CT0587    488.050   1223.400   S
VMV1976  CT0704   1416.900    899.400  FS
VMZ6172  CT0629    828.520   1607.700  FN
VNB3853  CT0587   1687.820    664.500   N
VNH5271  CT0623   1602.930    970.500   N
VNL6195  CT0587   1699.910    592.500   N
VNT7825  CT0587   1678.070   1456.500   N
VNT7992  CT0587    397.830   1037.100  FN
VNW1298  CT0839   1486.710    942.600   S
VOA8836  CT0587   1714.470   1384.500  FN
VOK2775  CT0150   1121.930   1255.800   S
VOM3757  CT0839   1459.670   1023.600   S
VOO8006  CT0900   1142.730   1266.600   S
VOV1051  CT0587    414.470   1385.400   S
VOW9545  CT0819   1154.560   1309.800   S
VPC6970  CT0587   1713.300    736.500   N
VPG9936  CT0587   1676.640   1240.500   N
VPK3529  CT0587    425.910   1047.000   S
VPP5843  CT0821   1503.870    931.800   S
VPV2724  CT0589   1517.910   1002.000  FS
VPW5792  CT0031   1720.060    915.600  FS
VPX3129  CT0064   1104.640   1336.800   S
VQH5156  CT0918   1442.380   1056.000   S
VQO4639  CT0587   1685.090    844.500   N
VRD9823  CT0587   1683.400   1420.500   N
VRE2683  CT0587    488.440   1174.800   S
VRG3456  CT0587   1691.460    664.500   N
VRO1440  CT0587   1684.570   1600.500   N
VRO7120  CT0587    479.600   1196.400   S
VRS3414  CT0623    496.500   1235.100   N
VSA3222  CT0623   1718.500    917.400  FS
VSM6701  CT0806   1173.410   1320.600   S
VSR2881  CT0589   1463.310   1018.200   S
VSY7373  CT0587   1719.800   1564.500   N
VTC8444  CT0064   1018.190   1299.000  FS
VTE5998  CT0019    355.060   1562.700  FN
VTH6070  CT0918   1510.890   1131.600   S
VTH6090  CT0587   1717.200    664.500   N
VTI9042  CT0182    911.980   1293.600   S
VTJ2161  CT0900   1473.450   1104.600  FS
VTJ4403  CT0704   1410.530   1029.000   S
VTO5393  CT0587   1683.920    520.500   N
VUC3421  CT0337   1468.640    899.400  FS
VUG9504  CT0587   1688.990    520.500   N
VUH9536  CT0587    451.520   1095.600   S
VUN2893  CT0587   1684.440   1204.500   N
VUP4937  CT0587    400.820   1125.300  FN
VUY5399  CT0839   1504.390    969.600  FS
VVG1132  CT0064   1036.780   1299.000  FS
VVH3171  CT0587   1678.460   1276.500   N
VVS0551  CT0629   1670.140   1384.500   N
VVU4098  CT0587   1679.760   1348.500   N
VVY0880  CT0587   1694.190    952.500   N
VWD9098  CT0130   1392.330    877.800  FS
VXC7634  CT0587   1678.980   1168.500   N
VXF5681  CT0587    478.820   1137.000   S
VXG6330  CT0587   1724.480   1492.500  FN
VXI9921  CT0587   1692.630    772.500   N
VXL4491  CT0900   1117.640   1342.200   S
VXN4834  CT0704   1066.420   1293.600   S
VXT1326  CT0918   1111.010   1309.800   S
VYC7408  CT0587    534.980   1600.500  FN
VYC8846  CT0587    714.120   1645.500  FN
VYE4356  CT0587    583.730   1600.500  FN
VYF3956  CT0839   1466.950   1034.400   S
VYG9714  CT0587   1703.810   1384.500  FN
VYH9389  CT0845   1156.770   1603.200   S
VYN2260  CT0589   1471.370   1039.800   S
VYQ0552  CT0078   1392.590    980.400  FS
VYU3811  CT0587   1681.970   1276.500   N
VYX3156  CT0587    443.850   1093.800   S
VYZ8971  CT0115   1696.270   1542.000  FS
VZF0709  CT0587    463.870   1101.000   S
VZP5680  CT0587   1675.340   1744.500   N
VZS2310  CT0900   1436.530    991.200  FS
VZT9648  CT0150   1110.750   1272.000  FS
VZW8191  CT0587   1683.530    988.500   N
WAB0958  CT0839   1465.520   1023.600  FS
WAL0201  CT0587   1687.690   1528.500   N
WAO9106  CT0587   1681.060    736.500   N
WAT2739  CT0847   1360.090    958.800  FS
WAV3001  CT0918   1392.590    931.800   S
WAX6775  CT0900   1136.620   1261.200  FS
WBB1540  CT0587   1691.330   1204.500   N
WBC8330  CT0587   1716.680   1456.500  FN
WBM9117  CT0587    448.140   1628.400   S
WBS9483  CT0587   1694.190    844.500   N
WCD4042  CT0918   1453.950   1039.800   S
WCK4200  CT0623   1601.890    901.200   S
WCM2027  CT0587   1676.510   1492.500   N
WCM9593  CT0587   1711.350   1492.500  FN
WCN6555  CT0587   1714.990   1420.500   N
WCV3332  CT0704   1537.280    996.600   S
WCV5666  CT0918   1057.710   1347.600   S
WCX2907  CT0631   1509.460    904.800  FS
WDA0731  CT0130   1380.630    899.400  FS
WDB2279  CT0587    498.190   1497.900  FN
WDK7744  CT0587   1674.820   1492.500   N
WDL3809  CT0587   1685.090    988.500   N
WDP1894  CT0198   1371.400   1029.000   S
WDX8215  CT0587   1709.790    628.500   N
WEA9698  CT0587    472.450   1101.900  FN
WEN5162  CT0587   1703.030    592.500   N
WEQ0848  CT0198   1674.170   1132.500  FN
WEU9323  CT0589   1504.130    958.800  FS
WFI7392  CT0845   1159.890   1602.300   N
WFL1967  CT0839   1480.080    958.800  FS
WFR1280  CT0704   1521.420   1045.200  FS
WFT9099  CT0847   1404.030    899.400   S
WGK6565  CT0587   1704.720    556.500   N
WHG5676  CT0031   1342.020   1018.200   S
WHK4407  CT0064   1416.640    883.200   S
WHM8587  CT0900   1434.060    904.800  FS
WHQ9780  CT0561    346.220    983.100   N
WHR1691  CT0587    366.630   1632.900  FN
WIB3626  CT0587   1713.170    952.500   N
WIC1782  CT0587    826.960   1604.100  FN
WIL5261  CT0587    490.000   1233.300  FN
WIZ3541  CT0847   1410.140    910.200   S
WIZ8567  CT0900   1504.260   1126.200   S
WJD0429  CT0918   1167.430   1315.200  FS
WJE8290  CT0130   1504.000   1023.600   S
WJS4649  CT0587   1692.760    916.500   N
WJT9823  CT0587   1676.250   1096.500   N
WJW9343  CT0233   1194.860   1797.600  FS
WJZ3498  CT0587   1688.080   1744.500   N
WKC3368  CT0150   1175.750   1266.600   S
WKM7596  CT0587   1712.650   1096.500   N
WKQ7425  CT0704   1116.990   1272.000   S
WKX8349  CT0130   1522.200   1018.200  FS
WLA1422  CT0587   1703.420   1168.500   N
WLB9088  CT0176    935.900   1282.800  FS
WLK1018  CT0587    495.330   1254.900  FN
WLP0000  CT0198   1205.000   1293.600  FS
WMD5218  CT0623   1703.160   1515.900  FN
WMF1206  CT0182   1525.060    910.200   S
WML0578  CT0918   1473.840    872.400   S
WMM8174  CT0587    450.480   1078.500  FN
WMO5014  CT0150   1158.070   1336.800   S
WMS0209  CT0734   1359.960   1702.200   S
WMS8851  CT0587   1717.980    592.500   N
WMX6076  CT0587    390.680   1119.900  FN
WNJ0831  CT0587    408.620   1074.000   S
WNJ2825  CT0845   1691.460   1542.900  FN
WNS2560  CT0196   1019.230   1336.800  FS
WOD1647  CT0629    838.530   1606.800   S
WOL7341  CT0587   1681.320   1600.500   N
WON3952  CT0847   1360.610   1007.400   S
WOR4904  CT0587   1694.580   1132.500   N
WOS5892  CT0182    930.960   1304.400  FS
WPA5848  CT0587   1711.870   1168.500   N
WPB9888  CT0182   1513.100    888.600   S
WPN9787  CT0918    975.290   1282.800  FS
WPP8044  CT0587   1701.730   1528.500  FN
WPR3716  CT0587   1688.080    628.500   N
WPV9997  CT0587   1684.310    700.500   N
WPZ5781  CT0587   1677.940   1384.500   N
WQC7183  CT0623   1600.070    941.700   N
WQF7138  CT0704   1423.010    926.400  FS
WQI6884  CT0629    497.410   1266.600   S
WQJ2986  CT0306    359.350    746.400  FS
WQK6629  CT0802   1433.150   1007.400   S
WQY9686  CT0587    489.350   1236.900  FN
WQZ7042  CT0587    492.340   1208.100  FN
WRA7158  CT0839   1467.340   1007.400  FS
WRC6028  CT0704    876.880   1261.200   S
WRC6511  CT0589   1388.950    872.400  FS
WRF7649  CT0587   1674.690   1456.500   N
WRH1383  CT0839   1479.170   1018.200   S
WRY4677  CT0587    418.110   1037.100  FN
WRZ5524  CT0561    644.700   1756.200  FS
WSB7358  CT0587    563.710   1641.900   N
WSE2775  CT0587    790.040   1601.400   S
WSG4632  CT0587    498.060   1172.100  FN
WSJ4318  CT0704   1118.290   1261.200   S
WSO6605  CT0918   1423.660    894.000   S
WSP3197  CT0587   1701.600   1744.500  FN
WSW0362  CT0657   1036.910   1331.400   S
WTG3901  CT0587   1686.520   1312.500   N
WTK0445  CT0284   1474.880   1110.000   S
WTP1674  CT0196   1509.720   1077.600  FS
WTR7121  CT0587    482.590   1148.700  FN
WTR9362  CT0561   1725.650    988.500  FN
WUH9677  CT0704   1030.150   1299.000   S
WVA9233  CT0587    815.130   1605.900  FN
WVH5149  CT0064   1509.720   1039.800   S
WVP1741  CT0587   1685.220   1672.500   N
WVQ1933  CT0587    430.070   1602.300  FN
WVV4992  CT0182    918.870   1272.000  FS
WWG6915  CT0587    390.030   1562.700  FN
WWG7358  CT0587   1700.040    736.500   N
WWJ1068  CT0561   1720.450   1168.500   N
WWJ2443  CT0198   1404.160   1012.800  FS
WWK9565  CT0587    810.060   1601.400   S
WWO7334  CT0918   1441.730    867.000   S
WWS0302  CT0587    769.240   1601.400   S
WXF4867  CT0587    488.440   1188.300  FN
WXF8964  CT0839   1518.560    980.400  FS
WXH8824  CT0900   1504.000   1029.000  FS
WXO6748  CT0587    675.250   1600.500  FN
WXU0188  CT0623    795.890   1600.500   N
WYB7656  CT0587   1684.310    736.500   N
WYH2217  CT0587   1689.770    628.500   N
WYI8973  CT0198   1123.360   1336.800  FS
WYM7147  CT0918   1011.820   1266.600  FS
WYS7985  CT0130   1354.370   1002.000  FS
WZD9374  CT0587   1679.890    844.500   N
WZH5737  CT0587    682.920   1690.500  FN
WZM9247  CT0078   1526.750    948.000  FS
WZU7798  CT0918   1071.490   1250.400   S
WZY6638  CT0198    495.850   1272.000   S
XAH8703  CT0704   1160.930   1315.200   S
XAJ1421  CT0900   1486.580   1115.400   S
XAL8027  CT0587   1690.940    736.500   N
XBF8788  CT0587    492.990   1173.000   S
XBF8811  CT0031   1017.930   1288.200   S
XBP7594  CT0704   1064.600   1250.400   S
XBT5397  CT0918   1004.930   1293.600   S
XBZ6947  CT0587   1721.620   1636.500   N
XCB6279  CT0589   1511.540    958.800  FS
XCB7758  CT0150   1409.880    958.800  FS
XCC2919  CT0900   1435.750    969.600   S
XCC7779  CT0587   1683.400   1060.500   N
XCD6908  CT0597    361.300   1636.500  FN
XCG8206  CT0587   1683.010    916.500   N
XCP5294  CT0587   1703.940   1348.500  FN
XCP6023  CT0587   1688.210   1024.500   N
XCQ2162  CT0561   1725.260    736.500  FN
XDP3186  CT0198    827.350   1607.700   N
XDR3199  CT0587    807.590   1602.300  FN
XDT2507  CT0064   1104.640   1331.400  FS
XEA9784  CT0561   1726.040   1096.500  FN
XEB8139  CT0587   1693.020   1204.500   N
XED6494  CT0587    493.380   1250.400   S
XEQ8929  CT0587   1704.720    808.500   N
XER5442  CT0900   1442.250    931.800   S
XEX8943  CT0900   1416.900    969.600   S
XFA8689  CT0704   1535.590   1039.800   S
XFC0475  CT0704   1536.630    969.600  FS
XGH5952  CT0561   1724.610   1060.500  FN
XGL5576  CT0587   1684.570   1348.500   N
XGO7119  CT0587    757.020   1601.400   S
XGU5281  CT0587    465.040   1473.600   S
XHB2280  CT0587    362.080   1106.400   S
XHH5896  CT0900   1087.220   1331.400   S
XHL5070  CT0064    983.740   1293.600   S
XHO0133  CT0839   1354.110    964.200  FS
XHO8822  CT0918   1509.460    937.200   S
XHQ0586  CT0198    871.030   1272.000   S
XHQ5630  CT0587    350.510    988.500  FN
XID1220  CT0587   1687.690   1384.500   N
XIE3769  CT0198   1366.200    915.600   S
XII0331  CT0587    347.910    999.300  FN
XIM8288  CT0587   1684.570   1132.500   N
XIS6440  CT0839   1516.870   1007.400   S
XIT0537  CT0587    797.710   1601.400   S
XIW0298  CT0887   1469.550    910.200  FS
XJE6138  CT0900   1453.950    910.200   S
XJY7503  CT0589   1505.560   1018.200   S
XKA8203  CT0198    498.450   1228.800   S
XKB3399  CT0587   1675.340    880.500   N
XKH3159  CT0587   1706.020    880.500   N
XKX2156  CT0587    726.990   1601.400   S
XKX9845  CT0587   1674.820    844.500   N
XLH0390  CT0587   1708.360    700.500   N
XLL2079  CT0198   1510.110   1066.800  FS
XLO5619  CT0587   1706.670   1420.500   N
XLQ0593  CT0198   1515.700   1077.600  FS
XLW9222  CT0802   1017.020   1277.400   S
XMA6099  CT0704   1192.390   1336.800  FS
XMJ6870  CT0918   1464.610   1120.800   S
XMO6746  CT0078   1404.420    969.600  FS
XMQ1605  CT0587   1709.660    916.500   N
XMT1989  CT0587    483.500   1455.600   S
XMW5623  CT0115   1537.410    894.000  FS
XNJ7310  CT0587   1703.420    736.500   N
XNY5662  CT0704   1069.930   1363.800   S
XOB4539  CT0218   1510.370    877.800   S
XOI7362  CT0900   1477.870   1126.200  FS
XOL4045  CT0918    954.750   1293.600  FS
XOR4990  CT0587   1709.270   1600.500   N
XOT2668  CT0150   1106.590   1320.600  FS
XOW5601  CT0587   1681.060   1528.500   N
XPA7971  CT0839   1379.850    877.800  FS
XPI9117  CT0306    351.290   1553.700   N
XPQ2482  CT0587    783.150   1602.300  FN
XPS2801  CT0589   1338.250    996.600  FS
XQA9948  CT0587    461.920   1443.900  FN
XQF4537  CT0587   1679.760   1132.500   N
XQG2302  CT0704   1537.540    931.800   S
XQI4989  CT0900   1454.340    915.600  FS
XQL6394  CT0064   1429.380   1066.800   S
XQQ0176  CT0587    712.950   1600.500  FN
XQS4906  CT0587    426.950   1065.000   S
